G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1504.0","main.cluster index_upperinput":"1504.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=65&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	5.8888	5.8888	0	N/A	N/A	16860087.62511918	11	1504	65	11	365.3206	1	365.3206	16860087.62511918
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1353.0","main.cluster index_upperinput":"1353.0"}	This Node is a Singleton	N/A	N/A	N/A	1.1647	1.1647	0	N/A	N/A	12361538.0116626	11	1353	-1	11	994.4325	2	497.7163	12361538.0116626
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"7948.0","main.cluster index_upperinput":"7948.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0800	5.0800	0	N/A	N/A	1235484.5217832108	7	7948	-1	7	579.3012	2	290.1506	1235484.5217832108
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"756.0","main.cluster index_upperinput":"756.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	1.4430	1.4430	0	N/A	N/A	75180028.56380641	12	756	12	12	520.3329	1	520.3329	75180028.56380641
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6750.0","main.cluster index_upperinput":"6750.0"}	This Node is a Singleton	N/A	N/A	N/A	1.5329	1.5329	0	N/A	N/A	4723539.93642871	10	6750	-1	10	956.4712	2	478.7356	4723539.93642871
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1355.0","main.cluster index_upperinput":"1355.0"}	This Node is a Singleton	N/A	N/A	N/A	7.0341	7.0341	0	N/A	N/A	11749237.831498038	12	1355	-1	12	1053.8040	2	527.4020	11749237.831498038
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3151.0","main.cluster index_upperinput":"3151.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	5.3807	5.3807	0	N/A	N/A	53957074.363453634	12	3151	12	12	336.3105	1	336.3105	53957074.363453634
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1356.0","main.cluster index_upperinput":"1356.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=265&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	5.5664	5.5664	0	N/A	N/A	11141159.286089117	12	1356	265	12	807.6234	2	404.3117	11141159.286089117
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1357.0","main.cluster index_upperinput":"1357.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	7.1039	7.1039	0	N/A	N/A	17219574.367547844	12	1357	12	12	816.6413	1	816.6413	17219574.367547844
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1505.0","main.cluster index_upperinput":"1505.0"}	This Node is a Singleton	N/A	N/A	N/A	1.2309	1.2309	0	N/A	N/A	6622464.429648677	11	1505	-1	11	838.4864	2	419.7432	6622464.429648677
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"758.0","main.cluster index_upperinput":"758.0"}	This Node is a Singleton	N/A	N/A	N/A	1.2639	1.2639	0	N/A	N/A	13308146.41699414	11	758	-1	11	1697.8389	3	566.6130	13308146.41699414
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1358.0","main.cluster index_upperinput":"1358.0"}	This Node is a Singleton	N/A	N/A	N/A	1.0947	1.0947	0	N/A	N/A	12240484.846244872	11	1358	-1	11	769.4791	2	385.2396	12240484.846244872
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3153.0","main.cluster index_upperinput":"3153.0"}	This Node is a Singleton	N/A	N/A	N/A	1.6521	1.6521	0	N/A	N/A	20132647.757479716	12	3153	-1	12	335.2227	1	335.2227	20132647.757479716
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1359.0","main.cluster index_upperinput":"1359.0"}	This Node is a Singleton	N/A	N/A	N/A	5.1098	5.1098	0	N/A	N/A	21340441.29000173	12	1359	-1	12	510.3553	1	510.3553	21340441.29000173
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"7950.0","main.cluster index_upperinput":"7950.0"}	This Node is a Singleton	N/A	N/A	N/A	4.4099	4.4099	0	N/A	N/A	5356732.927914555	11	7950	-1	11	619.2849	1	619.2849	5356732.927914555
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"4951.0","main.cluster index_upperinput":"4951.0"}	This Node is a Singleton	N/A	N/A	N/A	6.4060	6.4060	0	N/A	N/A	2294766.0072519574	12	4951	-1	12	1127.8471	2	564.4235	2294766.0072519574
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"5551.0","main.cluster index_upperinput":"5551.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=82&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	1.8344	1.8344	0	N/A	N/A	3999203.922873779	7	5551	82	7	385.1792	1	385.1792	3999203.922873779
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2106.0","main.cluster index_upperinput":"2106.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=159&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	6.3587	6.3587	0	N/A	N/A	9083569.52013965	12	2106	159	12	430.3296	1	430.3296	9083569.52013965
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1507.0","main.cluster index_upperinput":"1507.0"}	This Node is a Singleton	N/A	N/A	N/A	1.2325	1.2325	0	N/A	N/A	15758282.452095093	11	1507	-1	11	236.6782	1	236.6782	15758282.452095093
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"760.0","main.cluster index_upperinput":"760.0"}	This Node is a Singleton	N/A	N/A	N/A	4.9773	4.9773	0	N/A	N/A	48558516.33605952	11	760	-1	11	925.6860	2	463.3430	48558516.33605952
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1361.0","main.cluster index_upperinput":"1361.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	5.9717	5.9717	0	N/A	N/A	12777845.199416997	12	1361	29	12	400.4149	1	400.4149	12777845.199416997
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"761.0","main.cluster index_upperinput":"761.0"}	This Node is a Singleton	N/A	N/A	N/A	3.8466	3.8466	0	N/A	N/A	22551408.550660416	12	761	-1	12	236.0887	1	236.0887	22551408.550660416
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"6752.0","main.cluster index_upperinput":"6752.0"}	This Node is a Singleton	N/A	N/A	N/A	1.2630	1.2630	0	N/A	N/A	4511869.646573302	11	6752	-1	11	649.3734	2	325.1867	4511869.646573302
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"762.0","main.cluster index_upperinput":"762.0"}	This Node is a Singleton	N/A	N/A	N/A	6.7452	6.7452	0	N/A	N/A	15454128.602575708	12	762	-1	12	594.4942	1	594.4942	15454128.602575708
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"763.0","main.cluster index_upperinput":"763.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=2628a7a4b4d3434496bfbf572120a196&show=true	N/A	N/A	N/A	4.9944	4.9944	0	N/A	N/A	30717372.42541185	12	763	12	12	349.2951	1	349.2951	30717372.42541185
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"7951.0","main.cluster index_upperinput":"7951.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6597	3.6597	0	N/A	N/A	1354559.209925051	8	7951	-1	8	353.2304	1	353.2304	1354559.209925051
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"3155.0","main.cluster index_upperinput":"3155.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=2628a7a4b4d3434496bfbf572120a196&show=true	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1	Spectral Match to Guanosine from NIST14	0.9499059999999999	0.3629	0.3629	0	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N	CCMSLIB00003137247	81031041.58697656	11	3155	8	11	284.0985	1	284.0985	81031041.58697656
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2108.0","main.cluster index_upperinput":"2108.0"}	This Node is a Singleton	N/A	N/A	N/A	6.5660	6.5660	0	N/A	N/A	4609948.254601077	12	2108	-1	12	920.6880	1	920.6880	4609948.254601077
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"764.0","main.cluster index_upperinput":"764.0"}	This Node is a Singleton	N/A	N/A	N/A	3.7726	3.7726	0	N/A	N/A	5979239.364210942	9	764	-1	9	412.2002	1	412.2002	5979239.364210942
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1364.0","main.cluster index_upperinput":"1364.0"}	This Node is a Singleton	N/A	N/A	N/A	6.8441	6.8441	0	N/A	N/A	9462150.369790044	12	1364	-1	12	522.5974	1	522.5974	9462150.369790044
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"765.0","main.cluster index_upperinput":"765.0"}	This Node is a Singleton	N/A	N/A	N/A	3.6211	3.6211	0	N/A	N/A	12826364.853716306	11	765	-1	11	453.1664	1	453.1664	12826364.853716306
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"7952.0","main.cluster index_upperinput":"7952.0"}	This Node is a Singleton	N/A	N/A	N/A	4.5501	4.5501	0	N/A	N/A	2529082.5376369655	11	7952	-1	11	328.3212	1	328.3212	2529082.5376369655
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1365.0","main.cluster index_upperinput":"1365.0"}	This Node is a Singleton	N/A	N/A	N/A	4.8686	4.8686	0	N/A	N/A	16209829.017573716	11	1365	-1	11	637.2667	1	637.2667	16209829.017573716
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1366.0","main.cluster index_upperinput":"1366.0"}	This Node is a Singleton	N/A	N/A	N/A	6.7173	6.7173	0	N/A	N/A	15729205.634562518	12	1366	-1	12	480.4258	1	480.4258	15729205.634562518
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"766.0","main.cluster index_upperinput":"766.0"}	This Node is a Singleton	N/A	N/A	N/A	4.9129	4.9129	0	N/A	N/A	24519868.858517114	11	766	-1	11	536.2735	2	268.6368	24519868.858517114
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2109.0","main.cluster index_upperinput":"2109.0"}	This Node is a Singleton	N/A	N/A	N/A	2.6404	2.6404	0	N/A	N/A	1824974.6124921858	10	2109	-1	10	595.2725	1	595.2725	1824974.6124921858
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=2628a7a4b4d3434496bfbf572120a196&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"767.0","main.cluster index_upperinput":"767.0"}	This Node is a Singleton	N/A	N/A	N/A	1.3302	1.3302	0	N/A	N/A	15256853.782296142	11	767	-1	11	500.3627	2	250.6814	15256853.782296142
